center_id,district,crop,farmers_arrived,farmers_processed,queue_length,number_of_counters,average_processing_time,arrival_rate,hour,day_of_week,is_weekend,is_holiday,waiting_time
C004,Sehore,Maize,34,15,19,5,7.0,8.45,14,5,0,0,34.1
C005,Nashik,Gram,38,24,14,2,5.0,5.8,16,2,0,0,38.5
C004,Sehore,Wheat,63,22,41,2,7.0,5.32,16,3,0,0,149.4
C002,Ludhiana,Paddy,59,40,19,3,7.0,5.92,12,6,1,0,66.0
C004,Sehore,Paddy,31,21,10,2,4.0,4.4,18,6,1,0,22.7
C003,Indore,Soybean,91,46,45,3,7.0,3.96,9,6,1,0,128.1
C001,Karnal,Gram,72,41,31,4,8.0,5.49,12,5,0,0,83.1
C001,Karnal,Mustard,23,21,2,6,8.0,3.3,8,1,0,0,4.4
C002,Ludhiana,Mustard,46,28,18,3,4.0,5.36,13,0,1,0,36.8
C001,Karnal,Gram,50,43,7,3,5.0,8.02,16,2,0,0,13.8
C003,Indore,Mustard,77,42,35,4,4.0,4.81,10,0,1,0,43.6
C004,Sehore,Soybean,25,18,7,4,5.0,3.24,11,6,1,0,15.0
C005,Nashik,Maize,85,49,36,6,8.0,8.05,9,3,0,0,50.6
C002,Ludhiana,Wheat,69,49,20,5,6.0,4.9,15,4,0,0,28.3
C002,Ludhiana,Maize,27,19,8,4,4.0,3.03,10,5,0,0,7.5
C002,Ludhiana,Wheat,11,6,5,5,4.0,8.2,14,0,1,0,4.5
C005,Nashik,Gram,29,21,8,2,7.0,2.35,12,5,0,1,27.3
C001,Karnal,Gram,29,16,13,3,8.0,7.36,8,0,1,0,42.4
C003,Indore,Gram,48,37,11,4,6.0,8.25,17,1,0,0,16.1
C005,Nashik,Wheat,36,23,13,6,5.0,3.37,16,0,1,0,12.4
C002,Ludhiana,Gram,87,42,45,5,6.0,3.48,18,0,1,0,66.9
C004,Sehore,Soybean,46,31,15,3,8.0,2.9,13,0,1,0,59.4
C004,Sehore,Mustard,13,10,3,4,8.0,4.62,9,3,0,0,6.8
C003,Indore,Maize,67,31,36,5,5.0,4.32,14,1,0,0,50.9
C004,Sehore,Maize,49,48,1,4,5.0,5.93,9,3,0,0,2.0
C001,Karnal,Wheat,75,49,26,3,7.0,6.72,9,5,0,0,65.7
C001,Karnal,Mustard,56,43,13,3,6.0,8.75,14,0,1,0,38.6
C004,Sehore,Mustard,64,46,18,6,8.0,9.55,13,3,0,0,34.0
C004,Sehore,Gram,41,11,30,4,5.0,2.98,15,3,0,0,42.9
C001,Karnal,Wheat,80,48,32,2,4.0,2.21,10,3,0,0,67.1
C003,Indore,Gram,52,47,5,6,4.0,8.01,15,6,1,0,3.6
C004,Sehore,Soybean,61,26,35,6,6.0,8.48,16,4,0,1,33.3
C004,Sehore,Wheat,50,29,21,5,7.0,5.54,8,0,1,0,37.0
C003,Indore,Maize,41,13,28,3,7.0,4.5,14,3,0,0,85.3
C004,Sehore,Maize,72,35,37,6,8.0,5.81,10,4,0,0,52.8
C005,Nashik,Soybean,44,25,19,6,6.0,2.49,17,0,1,0,23.6
C005,Nashik,Wheat,39,32,7,4,7.0,4.76,13,3,0,0,16.8
C002,Ludhiana,Paddy,55,49,6,4,8.0,2.52,12,0,1,0,16.0
C003,Indore,Wheat,74,37,37,5,7.0,9.21,12,0,1,0,79.3
C003,Indore,Soybean,62,41,21,6,7.0,2.78,15,0,1,0,29.5
C004,Sehore,Gram,64,24,40,4,5.0,4.91,14,1,0,0,68.7
C001,Karnal,Gram,25,8,17,3,6.0,4.38,17,3,0,0,36.5
C001,Karnal,Maize,64,26,38,6,4.0,4.19,17,6,1,0,33.4
C003,Indore,Wheat,52,32,20,4,8.0,7.31,13,1,0,0,51.4
C005,Nashik,Soybean,47,45,2,6,5.0,7.63,10,4,0,0,2.5
C004,Sehore,Mustard,69,41,28,6,8.0,7.81,8,4,0,0,40.5
C002,Ludhiana,Paddy,52,25,27,4,7.0,8.88,9,5,0,0,50.1
C003,Indore,Maize,87,43,44,3,6.0,3.89,11,0,1,0,129.9
C003,Indore,Soybean,60,32,28,5,8.0,7.18,8,1,0,0,46.7
C003,Indore,Mustard,49,7,42,6,5.0,9.71,15,6,1,0,46.7
C001,Karnal,Mustard,36,31,5,6,6.0,9.17,18,5,0,0,5.2
C002,Ludhiana,Paddy,45,12,33,2,8.0,6.18,17,6,1,0,154.8
C001,Karnal,Paddy,47,26,21,6,4.0,8.66,14,6,1,0,21.6
C004,Sehore,Paddy,30,18,12,3,4.0,9.76,15,3,0,0,17.8
C004,Sehore,Gram,60,39,21,4,4.0,5.39,18,1,0,0,25.0
C002,Ludhiana,Mustard,26,6,20,5,6.0,7.16,17,0,1,0,30.6
C001,Karnal,Maize,65,29,36,3,6.0,4.47,13,6,1,0,108.0
C002,Ludhiana,Soybean,47,21,26,5,4.0,4.41,11,2,0,0,30.7
C004,Sehore,Maize,25,22,3,4,7.0,8.93,15,3,0,0,7.3
C003,Indore,Maize,60,49,11,5,4.0,4.09,9,2,0,0,11.0
C005,Nashik,Maize,51,6,45,4,7.0,8.1,18,5,0,0,83.9
C002,Ludhiana,Wheat,65,24,41,5,5.0,4.51,9,0,1,0,52.1
C002,Ludhiana,Gram,64,35,29,5,6.0,8.99,10,2,0,0,38.7
C003,Indore,Mustard,55,28,27,3,4.0,3.46,14,6,1,0,53.9
C001,Karnal,Gram,40,34,6,6,5.0,3.59,10,0,1,0,6.2
C003,Indore,Paddy,52,41,11,2,6.0,2.94,16,3,0,0,36.0
C004,Sehore,Wheat,35,22,13,3,5.0,4.3,15,3,0,0,24.7
C005,Nashik,Paddy,43,16,27,4,5.0,5.27,10,0,1,0,41.1
C005,Nashik,Soybean,86,48,38,3,6.0,7.18,9,0,1,0,93.4
C004,Sehore,Maize,71,43,28,3,7.0,4.05,9,4,0,0,68.0
C002,Ludhiana,Soybean,86,43,43,4,8.0,7.68,8,0,1,0,104.5
C003,Indore,Soybean,43,7,36,4,5.0,6.64,12,1,0,0,62.3
C004,Sehore,Paddy,66,32,34,2,6.0,3.13,9,2,0,1,84.2
C003,Indore,Maize,40,21,19,4,7.0,6.9,12,4,0,0,45.4
C003,Indore,Maize,83,47,36,5,5.0,7.09,15,0,1,0,43.9
C002,Ludhiana,Wheat,61,50,11,5,6.0,5.74,9,3,0,1,11.3
C005,Nashik,Soybean,22,14,8,5,7.0,2.99,9,1,0,0,10.9
C002,Ludhiana,Maize,84,47,37,6,6.0,6.69,17,0,1,0,47.3
C004,Sehore,Wheat,55,11,44,3,7.0,9.1,8,2,0,0,108.7
C004,Sehore,Mustard,35,14,21,6,4.0,2.23,15,6,1,0,18.5
C003,Indore,Gram,49,46,3,2,6.0,6.98,15,2,0,0,11.4
C005,Nashik,Paddy,65,23,42,3,4.0,4.59,8,5,0,0,62.8
C004,Sehore,Wheat,32,20,12,5,6.0,9.72,14,0,1,0,21.0
C004,Sehore,Soybean,32,24,8,4,5.0,5.93,14,5,0,0,12.7
C005,Nashik,Paddy,61,37,24,4,4.0,3.6,15,3,0,0,27.1
C004,Sehore,Wheat,56,16,40,5,6.0,5.47,14,0,1,0,73.2
C004,Sehore,Maize,70,38,32,3,5.0,7.04,16,0,1,0,64.9
C004,Sehore,Mustard,68,24,44,3,5.0,8.73,16,3,0,0,76.8
C001,Karnal,Wheat,65,32,33,6,4.0,5.3,15,5,0,0,27.2
C003,Indore,Mustard,39,6,33,6,4.0,2.91,18,3,0,0,24.7
C004,Sehore,Wheat,45,25,20,2,7.0,6.7,15,6,1,0,83.4
C003,Indore,Mustard,22,10,12,3,5.0,7.98,17,2,0,0,19.9
C005,Nashik,Wheat,13,5,8,2,7.0,3.37,15,3,0,0,30.4
C005,Nashik,Maize,84,44,40,5,6.0,4.89,18,5,0,0,54.0
C001,Karnal,Paddy,25,12,13,3,4.0,8.53,11,6,1,0,26.4
C002,Ludhiana,Maize,80,39,41,3,7.0,3.53,12,6,1,0,142.3
C001,Karnal,Wheat,78,33,45,3,5.0,9.71,15,0,1,0,92.0
C002,Ludhiana,Mustard,30,26,4,6,7.0,2.06,18,6,1,0,7.8
C004,Sehore,Maize,59,23,36,6,8.0,2.3,14,3,0,0,65.2
C004,Sehore,Paddy,34,32,2,2,8.0,6.61,16,0,1,0,10.0
C004,Sehore,Wheat,69,27,42,5,8.0,5.59,14,0,1,0,102.5
C004,Sehore,Mustard,52,19,33,5,5.0,6.7,18,2,0,0,38.4
C004,Sehore,Paddy,75,48,27,4,7.0,7.22,13,6,1,0,73.0
C002,Ludhiana,Gram,55,10,45,3,6.0,7.34,10,1,0,0,95.8
C001,Karnal,Soybean,34,18,16,5,6.0,6.45,8,2,0,0,20.5
C002,Ludhiana,Paddy,31,26,5,6,4.0,5.44,17,1,0,0,2.8
C003,Indore,Mustard,58,22,36,4,4.0,9.17,16,4,0,0,41.1
C004,Sehore,Soybean,84,44,40,2,4.0,8.26,9,6,1,0,96.8
C002,Ludhiana,Maize,39,15,24,2,5.0,7.83,15,6,1,0,72.8
C001,Karnal,Paddy,21,12,9,4,6.0,8.79,15,3,0,0,12.6
C004,Sehore,Mustard,21,10,11,4,8.0,4.13,14,2,0,0,27.8
C005,Nashik,Soybean,59,31,28,3,5.0,9.34,15,6,1,0,57.8
C001,Karnal,Soybean,43,9,34,3,4.0,2.68,13,3,0,0,59.4
C001,Karnal,Soybean,45,8,37,2,5.0,9.82,18,4,0,0,96.6
C005,Nashik,Mustard,23,22,1,4,6.0,9.2,17,1,0,0,1.4
C002,Ludhiana,Gram,75,33,42,6,8.0,7.58,18,3,0,0,62.6
C001,Karnal,Wheat,38,13,25,6,6.0,6.16,16,2,0,0,28.0
C003,Indore,Gram,8,6,2,4,5.0,9.12,16,4,0,0,4.1
C003,Indore,Maize,16,8,8,5,8.0,8.73,12,5,0,0,15.5
C001,Karnal,Soybean,35,34,1,4,8.0,4.71,11,6,1,0,3.3
C005,Nashik,Gram,43,23,20,3,6.0,7.34,17,5,0,0,41.9
C002,Ludhiana,Wheat,55,17,38,4,8.0,8.58,13,3,0,0,100.4
C004,Sehore,Wheat,41,13,28,2,4.0,5.81,15,0,1,0,67.9
C005,Nashik,Gram,59,42,17,6,7.0,5.99,14,3,0,0,28.6
C004,Sehore,Paddy,45,36,9,3,8.0,7.69,10,5,0,0,25.2
C002,Ludhiana,Soybean,51,40,11,5,4.0,4.95,9,4,0,0,8.6
C003,Indore,Gram,48,14,34,4,4.0,2.94,12,2,0,0,46.5
C002,Ludhiana,Paddy,28,24,4,6,7.0,9.11,11,1,0,0,6.3
C001,Karnal,Gram,34,31,3,4,4.0,5.85,12,4,0,0,3.5
C004,Sehore,Soybean,46,37,9,6,5.0,7.09,15,5,0,0,10.0
C003,Indore,Wheat,56,29,27,6,8.0,3.86,14,2,0,0,50.1
C004,Sehore,Maize,61,50,11,4,4.0,2.2,18,6,1,0,13.2
C001,Karnal,Maize,57,44,13,6,4.0,6.33,8,4,0,0,11.2
C005,Nashik,Wheat,18,6,12,2,8.0,4.2,11,1,0,0,62.8
C005,Nashik,Soybean,64,25,39,2,8.0,5.21,8,3,0,0,158.8
C004,Sehore,Paddy,59,25,34,5,4.0,5.06,9,0,1,0,35.5
C003,Indore,Paddy,20,14,6,3,6.0,4.45,14,5,0,0,16.2
C003,Indore,Paddy,49,29,20,2,4.0,2.79,10,3,0,0,41.4
C001,Karnal,Wheat,81,42,39,3,5.0,3.89,16,6,1,0,81.2
C003,Indore,Wheat,67,31,36,4,7.0,2.52,8,3,0,0,69.0
C001,Karnal,Mustard,55,11,44,6,8.0,3.97,16,5,0,0,63.2
C004,Sehore,Soybean,28,14,14,2,8.0,4.99,10,6,1,0,67.9
C005,Nashik,Soybean,74,44,30,2,4.0,4.31,10,0,1,0,74.3
C003,Indore,Gram,68,45,23,4,7.0,3.7,16,2,0,1,35.9
C005,Nashik,Wheat,75,49,26,4,4.0,2.98,10,5,0,0,28.2
C004,Sehore,Paddy,69,48,21,6,8.0,9.56,18,2,0,0,31.4
C003,Indore,Paddy,48,34,14,4,6.0,9.67,13,0,1,0,30.4
C001,Karnal,Gram,49,48,1,5,4.0,3.39,16,5,0,0,2.0
C005,Nashik,Wheat,49,47,2,2,8.0,5.56,9,2,0,0,7.7
C005,Nashik,Mustard,50,5,45,5,5.0,3.0,13,1,0,0,60.5
C001,Karnal,Mustard,50,44,6,4,5.0,7.0,11,1,0,0,12.0
C001,Karnal,Mustard,19,5,14,5,8.0,3.57,18,3,0,0,23.2
C005,Nashik,Soybean,60,47,13,3,8.0,7.91,18,5,0,0,34.9
C005,Nashik,Paddy,58,41,17,2,5.0,8.84,16,5,0,0,43.3
C001,Karnal,Maize,65,48,17,6,8.0,6.48,15,0,1,0,28.7
C001,Karnal,Mustard,30,12,18,5,7.0,7.44,15,3,0,0,28.4
C002,Ludhiana,Wheat,68,33,35,4,7.0,4.53,14,1,0,0,82.3
C001,Karnal,Maize,25,20,5,3,7.0,3.58,13,2,0,0,15.7
C001,Karnal,Soybean,83,45,38,5,4.0,9.48,12,1,0,0,41.5
C003,Indore,Wheat,25,9,16,4,8.0,8.21,17,3,0,0,34.4
C005,Nashik,Wheat,32,29,3,2,4.0,4.51,9,6,1,0,8.9
C004,Sehore,Wheat,73,32,41,4,8.0,2.53,18,0,1,0,98.4
C004,Sehore,Soybean,46,19,27,2,8.0,8.92,18,4,0,1,89.2
C004,Sehore,Gram,68,46,22,6,4.0,9.5,8,3,0,0,17.7
C001,Karnal,Wheat,47,42,5,2,8.0,8.32,11,4,0,0,25.6
C003,Indore,Soybean,45,16,29,5,8.0,3.95,8,0,1,0,57.2
C005,Nashik,Maize,77,39,38,4,6.0,8.2,10,3,0,0,60.9
C003,Indore,Wheat,91,48,43,6,8.0,3.16,11,4,0,0,77.1
C001,Karnal,Soybean,58,45,13,4,5.0,9.27,9,2,0,0,17.7
C004,Sehore,Gram,63,26,37,4,8.0,6.93,14,2,0,0,96.8
C001,Karnal,Soybean,60,19,41,3,4.0,7.55,15,4,0,0,59.5
C003,Indore,Maize,42,16,26,5,5.0,8.61,8,2,0,1,23.4
C005,Nashik,Wheat,46,17,29,3,6.0,7.05,13,0,1,0,85.7
C003,Indore,Paddy,38,26,12,3,6.0,8.78,11,1,0,0,30.1
C003,Indore,Wheat,71,46,25,2,5.0,8.3,9,2,0,0,64.7
C002,Ludhiana,Mustard,78,44,34,4,5.0,9.05,9,0,1,0,54.7
C002,Ludhiana,Paddy,73,28,45,6,7.0,4.54,14,5,0,0,69.2
C005,Nashik,Gram,33,14,19,3,8.0,4.62,8,5,0,0,54.4
C005,Nashik,Gram,41,35,6,5,5.0,8.33,17,0,1,0,7.2
C005,Nashik,Mustard,46,16,30,5,8.0,4.57,13,4,0,0,64.5
C004,Sehore,Soybean,71,45,26,4,8.0,9.37,17,5,0,1,43.6
C002,Ludhiana,Soybean,38,24,14,3,7.0,5.4,14,4,0,0,43.9
C003,Indore,Gram,29,23,6,2,5.0,5.56,13,1,0,0,19.3
C005,Nashik,Mustard,62,32,30,5,7.0,5.27,15,2,0,0,43.7
C004,Sehore,Paddy,33,10,23,4,4.0,4.36,16,4,0,0,24.1
C003,Indore,Paddy,33,28,5,2,4.0,2.31,11,2,0,0,12.4
C003,Indore,Maize,52,13,39,4,5.0,9.99,16,2,0,1,42.9
C003,Indore,Soybean,47,5,42,5,8.0,5.78,16,6,1,0,83.8
C002,Ludhiana,Paddy,53,38,15,3,7.0,6.7,16,6,1,0,43.3
C003,Indore,Wheat,77,49,28,4,5.0,5.34,15,3,0,0,36.5
C002,Ludhiana,Gram,37,36,1,3,6.0,8.48,13,2,0,0,2.3
C004,Sehore,Maize,63,42,21,6,6.0,2.19,8,1,0,0,25.3
C003,Indore,Gram,67,30,37,6,8.0,9.84,11,3,0,0,65.7
C004,Sehore,Wheat,74,45,29,4,8.0,9.16,9,1,0,0,61.7
C001,Karnal,Maize,18,16,2,6,7.0,3.59,14,2,0,0,2.3
C005,Nashik,Wheat,62,38,24,5,4.0,2.09,13,6,1,0,30.0
C001,Karnal,Paddy,40,9,31,6,7.0,5.11,11,1,0,0,48.2
C004,Sehore,Paddy,62,42,20,6,8.0,3.62,18,3,0,0,27.1
C002,Ludhiana,Soybean,59,20,39,2,7.0,6.21,17,3,0,0,141.5
C001,Karnal,Mustard,95,50,45,5,6.0,8.34,14,4,0,0,74.3
C004,Sehore,Paddy,62,34,28,3,8.0,5.08,18,1,0,0,76.4
C001,Karnal,Paddy,80,39,41,3,6.0,4.34,9,5,0,0,88.5
C004,Sehore,Soybean,33,9,24,6,4.0,8.04,16,6,1,0,20.9
C002,Ludhiana,Mustard,37,34,3,3,8.0,2.21,18,5,0,0,8.2
C003,Indore,Maize,33,7,26,5,5.0,2.09,9,5,0,0,28.4
C004,Sehore,Soybean,46,40,6,5,4.0,7.26,15,1,0,0,4.6
C002,Ludhiana,Paddy,23,16,7,2,8.0,4.35,16,5,0,0,27.2
C001,Karnal,Maize,56,27,29,4,5.0,3.42,8,5,0,0,39.5
C001,Karnal,Maize,74,49,25,6,4.0,4.47,8,4,0,1,17.4
C002,Ludhiana,Paddy,23,10,13,4,5.0,2.13,8,0,1,0,19.0
C001,Karnal,Paddy,18,7,11,2,5.0,5.33,9,6,1,0,33.2
C002,Ludhiana,Gram,58,32,26,3,8.0,2.97,11,0,1,0,101.5
C004,Sehore,Maize,43,18,25,4,4.0,5.67,9,5,0,0,28.6
C003,Indore,Wheat,51,24,27,2,5.0,8.14,15,0,1,0,82.0
C005,Nashik,Paddy,64,25,39,4,4.0,9.85,14,5,0,0,54.5
C002,Ludhiana,Mustard,78,35,43,3,6.0,2.54,8,4,0,0,91.0
C005,Nashik,Maize,88,50,38,3,8.0,9.91,11,0,1,0,151.8
C003,Indore,Paddy,50,10,40,5,5.0,2.48,13,3,0,0,53.4
C002,Ludhiana,Maize,72,33,39,2,5.0,7.91,13,1,0,0,127.1
C001,Karnal,Gram,21,19,2,5,6.0,8.78,13,2,0,0,3.4
C002,Ludhiana,Maize,63,38,25,3,8.0,4.57,15,5,0,1,57.8
C001,Karnal,Paddy,27,13,14,2,5.0,2.73,17,4,0,0,38.4
C002,Ludhiana,Gram,54,24,30,2,7.0,3.31,11,1,0,0,135.3
C003,Indore,Mustard,58,17,41,6,7.0,4.17,15,0,1,0,59.4
C004,Sehore,Paddy,65,37,28,5,7.0,6.88,14,6,1,0,61.5
C004,Sehore,Wheat,30,24,6,5,7.0,6.76,10,4,0,0,8.1
C004,Sehore,Mustard,65,40,25,5,6.0,6.85,9,2,0,0,32.9
C002,Ludhiana,Paddy,61,28,33,2,4.0,5.93,14,3,0,0,86.0
C004,Sehore,Mustard,34,7,27,6,4.0,9.94,9,3,0,0,19.9
C004,Sehore,Mustard,77,45,32,4,8.0,7.51,8,5,0,0,67.5
C002,Ludhiana,Paddy,69,45,24,5,4.0,7.65,8,5,0,0,20.7
C005,Nashik,Soybean,59,43,16,3,6.0,6.63,18,6,1,0,37.2
C001,Karnal,Maize,48,10,38,5,7.0,6.15,11,3,0,0,70.8
C003,Indore,Gram,62,24,38,6,7.0,7.87,9,0,1,0,56.7
C003,Indore,Paddy,75,49,26,4,5.0,4.46,10,6,1,0,38.9
C004,Sehore,Gram,43,15,28,5,6.0,3.41,10,5,0,0,36.9
C005,Nashik,Wheat,30,16,14,5,8.0,3.61,10,6,1,0,26.5
C004,Sehore,Soybean,56,15,41,6,4.0,2.64,9,3,0,0,30.5
C001,Karnal,Gram,80,48,32,3,7.0,8.08,8,0,1,0,91.5
C005,Nashik,Wheat,39,5,34,2,5.0,5.01,16,6,1,0,101.8
C003,Indore,Gram,72,48,24,5,6.0,9.12,13,6,1,0,43.7
C004,Sehore,Soybean,49,26,23,6,4.0,8.45,8,3,0,0,17.7
C002,Ludhiana,Wheat,56,22,34,6,4.0,9.61,11,2,0,0,33.2
C004,Sehore,Gram,46,45,1,5,5.0,9.66,13,0,1,0,3.1
C003,Indore,Maize,75,36,39,5,5.0,5.2,17,6,1,0,49.2
C004,Sehore,Maize,62,43,19,2,7.0,3.56,10,6,1,0,79.0
C005,Nashik,Wheat,30,24,6,3,7.0,8.66,16,6,1,0,18.4
C001,Karnal,Soybean,34,18,16,6,5.0,3.36,18,5,0,0,15.0
C001,Karnal,Paddy,37,19,18,4,7.0,7.75,18,3,0,0,34.3
C002,Ludhiana,Gram,71,26,45,5,4.0,8.98,17,6,1,0,45.1
C003,Indore,Soybean,47,19,28,5,8.0,3.79,9,2,0,0,46.5
C005,Nashik,Paddy,37,13,24,2,8.0,8.83,14,4,0,0,122.1
C005,Nashik,Gram,53,25,28,3,7.0,8.17,18,6,1,0,79.1
C005,Nashik,Paddy,40,39,1,2,7.0,8.82,13,1,0,0,3.7
C002,Ludhiana,Soybean,62,23,39,5,5.0,3.17,18,6,1,0,50.3
C005,Nashik,Mustard,57,12,45,4,8.0,4.19,17,3,0,0,94.3
C003,Indore,Maize,36,14,22,5,4.0,8.62,11,6,1,0,29.2
C001,Karnal,Paddy,67,47,20,5,7.0,9.3,10,0,1,0,33.9
C004,Sehore,Mustard,43,38,5,5,7.0,7.81,12,5,0,0,10.2
C005,Nashik,Soybean,63,42,21,2,5.0,8.93,8,6,1,0,62.1
C002,Ludhiana,Gram,80,35,45,3,7.0,4.33,10,1,0,0,111.4
C001,Karnal,Mustard,58,14,44,6,4.0,5.01,14,5,0,0,43.7
C001,Karnal,Mustard,16,12,4,5,5.0,9.84,18,2,0,0,6.4
C004,Sehore,Paddy,46,30,16,2,4.0,5.91,17,1,0,0,33.4
C001,Karnal,Soybean,87,46,41,5,6.0,5.56,8,0,1,0,60.0
C005,Nashik,Paddy,78,41,37,2,8.0,5.84,9,6,1,0,174.2
C004,Sehore,Mustard,32,25,7,6,5.0,2.51,16,1,0,0,7.5
C004,Sehore,Gram,41,9,32,6,8.0,6.15,17,4,0,0,47.7
C001,Karnal,Paddy,88,49,39,2,5.0,3.44,16,3,0,0,100.7
C002,Ludhiana,Gram,46,40,6,3,5.0,4.05,8,0,1,0,12.2
C003,Indore,Gram,48,5,43,3,7.0,3.99,8,4,0,0,104.7
C005,Nashik,Soybean,81,49,32,3,8.0,4.5,13,4,0,0,109.3
C001,Karnal,Maize,20,17,3,2,5.0,3.13,11,1,0,0,8.6
C003,Indore,Mustard,37,9,28,3,8.0,6.4,12,3,0,0,95.3
C004,Sehore,Wheat,59,14,45,4,7.0,6.29,9,5,0,0,86.1
C002,Ludhiana,Maize,89,46,43,4,8.0,8.56,17,1,0,0,89.8
C004,Sehore,Soybean,25,9,16,2,8.0,4.16,16,0,1,0,75.1
C003,Indore,Maize,44,22,22,2,6.0,3.17,11,2,0,1,68.1
C002,Ludhiana,Soybean,50,38,12,2,4.0,7.83,12,4,0,0,31.4
C005,Nashik,Mustard,58,22,36,6,6.0,6.86,8,1,0,0,41.3
C002,Ludhiana,Mustard,69,30,39,6,8.0,5.81,10,2,0,1,46.3
C002,Ludhiana,Maize,66,41,25,3,5.0,7.88,8,5,0,0,44.1
C002,Ludhiana,Maize,46,16,30,6,7.0,5.51,13,6,1,0,53.1
C004,Sehore,Gram,51,10,41,3,6.0,9.58,14,6,1,0,121.2
C001,Karnal,Wheat,52,41,11,3,4.0,2.46,12,4,0,0,20.9
C001,Karnal,Soybean,67,36,31,6,5.0,6.12,18,4,0,0,29.2
C005,Nashik,Paddy,84,39,45,2,7.0,8.0,11,5,0,0,204.0
C005,Nashik,Maize,72,33,39,6,4.0,9.72,18,6,1,0,33.5
C001,Karnal,Mustard,31,8,23,3,8.0,5.38,14,1,0,0,77.9
C002,Ludhiana,Gram,55,35,20,2,6.0,4.35,11,0,1,0,88.9
C002,Ludhiana,Mustard,74,44,30,6,4.0,8.79,8,2,0,1,19.4
C003,Indore,Mustard,39,16,23,2,4.0,5.22,8,0,1,0,54.5
C005,Nashik,Gram,44,36,8,3,7.0,2.06,18,2,0,0,19.2
C003,Indore,Mustard,57,22,35,5,5.0,2.87,15,5,0,0,37.8
C003,Indore,Maize,73,50,23,5,4.0,3.59,11,2,0,1,20.7
C003,Indore,Wheat,78,47,31,3,5.0,9.86,9,3,0,0,55.4
C002,Ludhiana,Mustard,38,13,25,5,8.0,2.88,9,6,1,0,47.6
C005,Nashik,Wheat,70,26,44,3,4.0,5.44,17,5,0,1,52.1
C003,Indore,Soybean,60,44,16,2,7.0,3.22,16,1,0,0,59.0
C003,Indore,Maize,48,35,13,3,7.0,7.65,9,5,0,0,32.3
C002,Ludhiana,Gram,21,13,8,3,5.0,5.21,12,1,0,0,17.3
C005,Nashik,Paddy,56,31,25,2,4.0,6.2,18,1,0,0,52.7
C001,Karnal,Gram,32,12,20,5,4.0,4.15,12,2,0,0,21.4
C001,Karnal,Paddy,51,47,4,2,4.0,7.96,11,2,0,0,12.1
C001,Karnal,Soybean,60,28,32,3,6.0,4.67,9,0,1,0,78.2
C002,Ludhiana,Mustard,76,38,38,4,6.0,6.84,11,5,0,0,76.1
C001,Karnal,Wheat,15,7,8,3,8.0,6.69,18,6,1,0,26.3
C001,Karnal,Wheat,46,24,22,6,8.0,7.8,11,4,0,0,37.5
C002,Ludhiana,Soybean,63,27,36,6,6.0,9.16,15,5,0,0,42.0
C001,Karnal,Soybean,39,6,33,5,8.0,3.34,12,5,0,0,69.1
C005,Nashik,Wheat,80,48,32,3,7.0,6.26,16,0,1,0,90.7
C004,Sehore,Gram,61,22,39,5,7.0,3.66,8,1,0,0,59.6
C001,Karnal,Gram,55,21,34,5,8.0,4.43,11,2,0,0,72.3
C002,Ludhiana,Paddy,39,23,16,2,8.0,2.31,10,2,0,0,65.0
C001,Karnal,Maize,47,12,35,3,5.0,2.01,13,5,0,0,76.6
C001,Karnal,Maize,40,31,9,6,6.0,9.19,12,2,0,0,12.8
C001,Karnal,Mustard,33,21,12,3,6.0,9.77,16,5,0,0,26.6
C005,Nashik,Wheat,86,45,41,5,6.0,6.83,11,6,1,0,74.9
C002,Ludhiana,Gram,48,19,29,5,5.0,7.84,14,2,0,0,39.6
C004,Sehore,Paddy,29,17,12,5,5.0,6.56,10,5,0,0,12.7
C002,Ludhiana,Soybean,19,14,5,6,5.0,2.58,11,3,0,0,7.7
C001,Karnal,Maize,44,43,1,6,5.0,2.8,14,0,1,0,1
C001,Karnal,Paddy,32,14,18,3,4.0,9.51,17,0,1,0,27.8
C001,Karnal,Gram,26,13,13,4,4.0,5.84,17,3,0,0,13.8
C004,Sehore,Paddy,84,49,35,3,4.0,4.14,16,0,1,0,56.0
C005,Nashik,Mustard,41,14,27,2,8.0,2.01,11,0,1,0,158.0
C003,Indore,Maize,73,29,44,4,5.0,7.49,9,3,0,0,58.7
C001,Karnal,Mustard,66,26,40,4,4.0,2.95,9,0,1,0,49.5
C005,Nashik,Mustard,76,32,44,6,5.0,3.2,18,5,0,0,43.2
C003,Indore,Wheat,71,28,43,4,7.0,9.46,9,6,1,0,93.4
C002,Ludhiana,Maize,39,29,10,3,6.0,5.57,15,6,1,0,24.5
C003,Indore,Paddy,25,16,9,2,6.0,8.14,13,2,0,0,34.8
C004,Sehore,Gram,62,20,42,4,5.0,5.07,16,3,0,0,57.5
C005,Nashik,Paddy,88,50,38,5,4.0,5.37,17,6,1,0,40.5
C001,Karnal,Paddy,20,6,14,4,4.0,4.9,15,1,0,0,13.9
C003,Indore,Mustard,44,14,30,3,6.0,8.68,16,3,0,0,64.9
C001,Karnal,Maize,95,50,45,3,4.0,3.14,8,5,0,0,64.9
C001,Karnal,Maize,74,43,31,6,4.0,8.96,8,1,0,0,22.7
C001,Karnal,Wheat,26,16,10,6,7.0,5.76,10,5,0,0,14.7
C004,Sehore,Soybean,91,49,42,4,7.0,2.11,9,1,0,0,79.1
